Fecha;RAH;RAM;RAS;DECG;DECM;DECS
2451863.5;3;42;8.77;17;32;46.3
2451868.5;3;42;53.39;17;35;29.7
2451873.5;3;43;38.04;17;38;12.6
2451878.5;3;44;22.71;17;40;54.8
2451883.5;3;45;7.43;17;43;36.4
2451888.5;3;45;52.17;17;46;17.5
2451893.5;3;46;36.94;17;48;58
2451898.5;3;47;21.74;17;51;37.8
2451903.5;3;48;6.58;17;54;17
2451908.5;3;48;51.44;17;56;55.6
2451913.5;3;49;36.33;17;59;33.6
2451918.5;3;50;21.26;18;2;11
2451923.5;3;51;6.21;18;4;47.8
2451928.5;3;51;51.2;18;7;23.9
2451933.5;3;52;36.22;18;9;59.4
2451938.5;3;53;21.26;18;12;34.3
2451943.5;3;54;6.34;18;15;8.6
2451948.5;3;54;51.45;18;17;42.2
2451953.5;3;55;36.59;18;20;15.2
2451958.5;3;56;21.75;18;22;47.6
2451963.5;3;57;6.95;18;25;19.3
2451968.5;3;57;52.18;18;27;50.4
2451973.5;3;58;37.44;18;30;20.8
2451978.5;3;59;22.73;18;32;50.6
2451983.5;4;0;8.05;18;35;19.7
2451988.5;4;0;53.4;18;37;48.2
2451993.5;4;1;38.77;18;40;16
2451998.5;4;2;24.19;18;42;43.2
2452003.5;4;3;9.62;18;45;9.8
2452008.5;4;3;55.09;18;47;35.6
2452013.5;4;4;40.59;18;50;0.8
2452018.5;4;5;26.11;18;52;25.3
2452023.5;4;6;11.67;18;54;49.2
2452028.5;4;6;57.26;18;57;12.4
2452033.5;4;7;42.87;18;59;34.9
2452038.5;4;8;28.51;19;1;56.8
2452043.5;4;9;14.19;19;4;17.9
2452048.5;4;9;59.89;19;6;38.4
2452053.5;4;10;45.62;19;8;58.2
2452058.5;4;11;31.38;19;11;17.3
2452063.5;4;12;17.17;19;13;35.8
2452068.5;4;13;2.99;19;15;53.5
2452073.5;4;13;48.83;19;18;10.5
2452078.5;4;14;34.71;19;20;26.9
2452083.5;4;15;20.61;19;22;42.6
2452088.5;4;16;6.54;19;24;57.5
2452093.5;4;16;52.51;19;27;11.8
2452098.5;4;17;38.5;19;29;25.4
2452103.5;4;18;24.51;19;31;38.2
2452108.5;4;19;10.56;19;33;50.3
2452113.5;4;19;56.63;19;36;1.8
2452118.5;4;20;42.73;19;38;12.5
2452123.5;4;21;28.86;19;40;22.5
2452128.5;4;22;15.02;19;42;31.8
2452133.5;4;23;1.2;19;44;40.4
2452138.5;4;23;47.41;19;46;48.2
2452143.5;4;24;33.65;19;48;55.4
2452148.5;4;25;19.92;19;51;1.8
2452153.5;4;26;6.21;19;53;7.5
2452158.5;4;26;52.53;19;55;12.4
2452163.5;4;27;38.88;19;57;16.6
2452168.5;4;28;25.25;19;59;20.1
2452173.5;4;29;11.65;20;1;22.8
2452178.5;4;29;58.08;20;3;24.9
2452183.5;4;30;44.53;20;5;26.1
2452188.5;4;31;31.02;20;7;26.6
2452193.5;4;32;17.52;20;9;26.4
2452198.5;4;33;4.05;20;11;25.5
2452203.5;4;33;50.61;20;13;23.7
2452208.5;4;34;37.2;20;15;21.3
2452213.5;4;35;23.81;20;17;18
2452218.5;4;36;10.44;20;19;14
2452223.5;4;36;57.11;20;21;9.3
2452228.5;4;37;43.79;20;23;3.8
2452233.5;4;38;30.5;20;24;57.5
2452238.5;4;39;17.25;20;26;50.5
2452243.5;4;40;4.01;20;28;42.8
2452248.5;4;40;50.79;20;30;34.2
2452253.5;4;41;37.61;20;32;24.9
2452258.5;4;42;24.45;20;34;14.8
2452263.5;4;43;11.3;20;36;3.9
2452268.5;4;43;58.19;20;37;52.2
2452273.5;4;44;45.11;20;39;39.8
2452278.5;4;45;32.03;20;41;26.6
2452283.5;4;46;19;20;43;12.6
2452288.5;4;47;5.98;20;44;57.9
2452293.5;4;47;52.98;20;46;42.3
2452298.5;4;48;40.01;20;48;25.9
2452303.5;4;49;27.07;20;50;8.8
2452308.5;4;50;14.14;20;51;50.9
2452313.5;4;51;1.24;20;53;32.2
2452318.5;4;51;48.37;20;55;12.7
2452323.5;4;52;35.51;20;56;52.4
2452328.5;4;53;22.67;20;58;31.2
2452333.5;4;54;9.87;21;0;9.3
2452338.5;4;54;57.08;21;1;46.6
2452343.5;4;55;44.31;21;3;23.1
2452348.5;4;56;31.57;21;4;58.8
2452353.5;4;57;18.85;21;6;33.7
2452358.5;4;58;6.15;21;8;7.7
2452363.5;4;58;53.47;21;9;40.9
2452368.5;4;59;40.82;21;11;13.4
2452373.5;5;0;28.18;21;12;45
2452378.5;5;1;15.57;21;14;15.8
2452383.5;5;2;2.98;21;15;45.8
2452388.5;5;2;50.4;21;17;15
2452393.5;5;3;37.85;21;18;43.3
2452398.5;5;4;25.32;21;20;10.8
2452403.5;5;5;12.8;21;21;37.6
2452408.5;5;6;0.31;21;23;3.4
2452413.5;5;6;47.84;21;24;28.4
2452418.5;5;7;35.39;21;25;52.7
2452423.5;5;8;22.96;21;27;16
2452428.5;5;9;10.55;21;28;38.6
2452433.5;5;9;58.15;21;30;0.3
2452438.5;5;10;45.77;21;31;21.2
2452443.5;5;11;33.42;21;32;41.2
2452448.5;5;12;21.09;21;34;0.4
2452453.5;5;13;8.76;21;35;18.8
2452458.5;5;13;56.47;21;36;36.3
2452463.5;5;14;44.19;21;37;53
2452468.5;5;15;31.92;21;39;8.8
2452473.5;5;16;19.67;21;40;23.8
2452478.5;5;17;7.45;21;41;37.9
2452483.5;5;17;55.23;21;42;51.2
2452488.5;5;18;43.04;21;44;3.6
2452493.5;5;19;30.86;21;45;15.2
2452498.5;5;20;18.7;21;46;26
2452503.5;5;21;6.55;21;47;35.8
2452508.5;5;21;54.43;21;48;44.8
